15,20,157,,,,,,,,,,,,,,,,,,,,,,,,,
73,90,133,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,132,134,141,151,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,89,131,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,44,64,65,,,,,,,,,,,,,,,,,,,,,,,
2,93,95,122,124,129,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,45,69,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,80,117,,,,,,,,,,,,,,,,,,,,,,,,,
117,131,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,30,,,,,,,,,,,,,,,,,,,,,,,,,,
6,131,,,,,,,,,,,,,,,,,,,,,,,,,,
134,150,,,,,,,,,,,,,,,,,,,,,,,,,,
10,49,81,119,,,,,,,,,,,,,,,,,,,,,,,,
129,139,156,157,,,,,,,,,,,,,,,,,,,,,,,,
24,131,,,,,,,,,,,,,,,,,,,,,,,,,,
24,32,97,134,144,,,,,,,,,,,,,,,,,,,,,,,
96,134,142,,,,,,,,,,,,,,,,,,,,,,,,,
15,41,,,,,,,,,,,,,,,,,,,,,,,,,,
109,115,122,156,,,,,,,,,,,,,,,,,,,,,,,,
9,69,85,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,155,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,94,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,25,36,66,141,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,134,151,,,,,,,,,,,,,,,,,,,,,,,,,
134,135,142,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,118,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,37,77,,,,,,,,,,,,,,,,,,,,,,,,,
52,79,131,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,79,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,96,97,128,129,,,,,,,,,,,,,,,,,,,,,,,
68,75,105,,,,,,,,,,,,,,,,,,,,,,,,,
32,134,142,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,131,,,,,,,,,,,,,,,,,,,,,,,,,
67,121,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,155,,,,,,,,,,,,,,,,,,,,,,,,,,
104,122,156,,,,,,,,,,,,,,,,,,,,,,,,,
2,112,,,,,,,,,,,,,,,,,,,,,,,,,,
6,19,29,75,83,,,,,,,,,,,,,,,,,,,,,,,
7,35,47,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,109,,,,,,,,,,,,,,,,,,,,,,,,,,
48,70,104,,,,,,,,,,,,,,,,,,,,,,,,,
41,88,134,,,,,,,,,,,,,,,,,,,,,,,,,
39,53,98,111,,,,,,,,,,,,,,,,,,,,,,,,
108,114,134,149,,,,,,,,,,,,,,,,,,,,,,,,
134,151,153,,,,,,,,,,,,,,,,,,,,,,,,,
86,155,,,,,,,,,,,,,,,,,,,,,,,,,,
17,29,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,117,152,,,,,,,,,,,,,,,,,,,,,,,,,
19,48,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,83,94,,,,,,,,,,,,,,,,,,,,,,,,,
66,155,,,,,,,,,,,,,,,,,,,,,,,,,,
92,126,132,134,151,,,,,,,,,,,,,,,,,,,,,,,
52,80,131,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,152,,,,,,,,,,,,,,,,,,,,,,,,,,
99,134,146,,,,,,,,,,,,,,,,,,,,,,,,,
51,67,96,121,122,,,,,,,,,,,,,,,,,,,,,,,
36,43,75,84,106,,,,,,,,,,,,,,,,,,,,,,,
134,149,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,86,131,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,92,113,127,134,145,,,,,,,,,,,,,,,,,,,,,,
47,134,143,,,,,,,,,,,,,,,,,,,,,,,,,
52,96,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,134,142,,,,,,,,,,,,,,,,,,,,,,,,,
43,129,131,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,83,96,110,120,126,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,89,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,136,,,,,,,,,,,,,,,,,,,,,,,,,,
5,44,61,63,65,,,,,,,,,,,,,,,,,,,,,,,
48,79,131,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,83,94,,,,,,,,,,,,,,,,,,,,,,,,,
88,99,134,146,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,87,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,49,81,,,,,,,,,,,,,,,,,,,,,,,,,
6,22,152,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,88,,,,,,,,,,,,,,,,,,,,,,,,,,
43,75,129,131,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,71,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,43,70,124,,,,,,,,,,,,,,,,,,,,,,,,
16,77,,,,,,,,,,,,,,,,,,,,,,,,,,
108,127,,,,,,,,,,,,,,,,,,,,,,,,,,
122,156,,,,,,,,,,,,,,,,,,,,,,,,,,
11,41,97,134,143,,,,,,,,,,,,,,,,,,,,,,,
24,97,134,143,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,22,87,,,,,,,,,,,,,,,,,,,,,,,,,
46,117,,,,,,,,,,,,,,,,,,,,,,,,,,
47,80,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,134,137,144,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,122,158,,,,,,,,,,,,,,,,,,,,,,,,,
10,45,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,138,150,,,,,,,,,,,,,,,,,,,,,,,,,
24,97,134,143,,,,,,,,,,,,,,,,,,,,,,,,
90,91,,,,,,,,,,,,,,,,,,,,,,,,,,
134,143,,,,,,,,,,,,,,,,,,,,,,,,,,
36,86,101,131,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,134,,,,,,,,,,,,,,,,,,,,,,,,,,
78,104,,,,,,,,,,,,,,,,,,,,,,,,,,
19,52,129,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,96,134,135,143,,,,,,,,,,,,,,,,,,,,,,,
14,17,,,,,,,,,,,,,,,,,,,,,,,,,,
38,134,149,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,61,64,,,,,,,,,,,,,,,,,,,,,,,,,
36,84,,,,,,,,,,,,,,,,,,,,,,,,,,
134,146,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,44,63,,,,,,,,,,,,,,,,,,,,,,,,,
122,124,156,157,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,52,66,134,143,,,,,,,,,,,,,,,,,,,,,,,
17,104,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,23,44,63,64,65,,,,,,,,,,,,,,,,,,,,,
27,75,113,120,132,134,137,144,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,143,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,57,75,119,,,,,,,,,,,,,,,,,,,,,,,,
3,23,61,63,76,,,,,,,,,,,,,,,,,,,,,,,
88,107,134,145,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,88,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,97,127,134,138,143,,,,,,,,,,,,,,,,,,,,,,
